month_order,Date,Year,Month,Day,week,day,quarter,week_order,quarter_order,month_order_2,month_order_6,year_order
3,09-03-2014,2014,3,9,10,Sunday,2014 Q1,10,1,2,1,1
3,10-03-2014,2014,3,10,11,Monday,2014 Q1,11,1,2,1,1
3,11-03-2014,2014,3,11,11,Tuesday,2014 Q1,11,1,2,1,1
3,12-03-2014,2014,3,12,11,Wednesday,2014 Q1,11,1,2,1,1
3,13-03-2014,2014,3,13,11,Thursday,2014 Q1,11,1,2,1,1
3,14-03-2014,2014,3,14,11,Friday,2014 Q1,11,1,2,1,1
3,15-03-2014,2014,3,15,11,Saturday,2014 Q1,11,1,2,1,1
3,16-03-2014,2014,3,16,11,Sunday,2014 Q1,11,1,2,1,1
3,17-03-2014,2014,3,17,12,Monday,2014 Q1,12,1,2,1,1
3,18-03-2014,2014,3,18,12,Tuesday,2014 Q1,12,1,2,1,1
3,19-03-2014,2014,3,19,12,Wednesday,2014 Q1,12,1,2,1,1
3,20-03-2014,2014,3,20,12,Thursday,2014 Q1,12,1,2,1,1
3,21-03-2014,2014,3,21,12,Friday,2014 Q1,12,1,2,1,1
3,22-03-2014,2014,3,22,12,Saturday,2014 Q1,12,1,2,1,1
3,23-03-2014,2014,3,23,12,Sunday,2014 Q1,12,1,2,1,1
3,24-03-2014,2014,3,24,13,Monday,2014 Q1,13,1,2,1,1
3,25-03-2014,2014,3,25,13,Tuesday,2014 Q1,13,1,2,1,1
3,26-03-2014,2014,3,26,13,Wednesday,2014 Q1,13,1,2,1,1
3,27-03-2014,2014,3,27,13,Thursday,2014 Q1,13,1,2,1,1
3,28-03-2014,2014,3,28,13,Friday,2014 Q1,13,1,2,1,1
3,29-03-2014,2014,3,29,13,Saturday,2014 Q1,13,1,2,1,1
3,30-03-2014,2014,3,30,13,Sunday,2014 Q1,13,1,2,1,1
3,31-03-2014,2014,3,31,14,Monday,2014 Q1,14,1,2,1,1
4,01-04-2014,2014,4,1,14,Tuesday,2014 Q2,14,2,2,1,1
4,02-04-2014,2014,4,2,14,Wednesday,2014 Q2,14,2,2,1,1
4,03-04-2014,2014,4,3,14,Thursday,2014 Q2,14,2,2,1,1
4,04-04-2014,2014,4,4,14,Friday,2014 Q2,14,2,2,1,1
4,05-04-2014,2014,4,5,14,Saturday,2014 Q2,14,2,2,1,1
4,06-04-2014,2014,4,6,14,Sunday,2014 Q2,14,2,2,1,1
4,07-04-2014,2014,4,7,15,Monday,2014 Q2,15,2,2,1,1
4,08-04-2014,2014,4,8,15,Tuesday,2014 Q2,15,2,2,1,1
4,09-04-2014,2014,4,9,15,Wednesday,2014 Q2,15,2,2,1,1
4,10-04-2014,2014,4,10,15,Thursday,2014 Q2,15,2,2,1,1
4,11-04-2014,2014,4,11,15,Friday,2014 Q2,15,2,2,1,1
4,12-04-2014,2014,4,12,15,Saturday,2014 Q2,15,2,2,1,1
4,13-04-2014,2014,4,13,15,Sunday,2014 Q2,15,2,2,1,1
4,14-04-2014,2014,4,14,16,Monday,2014 Q2,16,2,2,1,1
4,15-04-2014,2014,4,15,16,Tuesday,2014 Q2,16,2,2,1,1
4,16-04-2014,2014,4,16,16,Wednesday,2014 Q2,16,2,2,1,1
4,17-04-2014,2014,4,17,16,Thursday,2014 Q2,16,2,2,1,1
4,18-04-2014,2014,4,18,16,Friday,2014 Q2,16,2,2,1,1
4,19-04-2014,2014,4,19,16,Saturday,2014 Q2,16,2,2,1,1
4,20-04-2014,2014,4,20,16,Sunday,2014 Q2,16,2,2,1,1
4,21-04-2014,2014,4,21,17,Monday,2014 Q2,17,2,2,1,1
4,22-04-2014,2014,4,22,17,Tuesday,2014 Q2,17,2,2,1,1
4,23-04-2014,2014,4,23,17,Wednesday,2014 Q2,17,2,2,1,1
4,24-04-2014,2014,4,24,17,Thursday,2014 Q2,17,2,2,1,1
4,25-04-2014,2014,4,25,17,Friday,2014 Q2,17,2,2,1,1
4,26-04-2014,2014,4,26,17,Saturday,2014 Q2,17,2,2,1,1
4,27-04-2014,2014,4,27,17,Sunday,2014 Q2,17,2,2,1,1
4,28-04-2014,2014,4,28,18,Monday,2014 Q2,18,2,2,1,1
4,29-04-2014,2014,4,29,18,Tuesday,2014 Q2,18,2,2,1,1
4,30-04-2014,2014,4,30,18,Wednesday,2014 Q2,18,2,2,1,1
5,01-05-2014,2014,5,1,18,Thursday,2014 Q2,18,2,3,1,1
5,02-05-2014,2014,5,2,18,Friday,2014 Q2,18,2,3,1,1
5,03-05-2014,2014,5,3,18,Saturday,2014 Q2,18,2,3,1,1
5,04-05-2014,2014,5,4,18,Sunday,2014 Q2,18,2,3,1,1
5,05-05-2014,2014,5,5,19,Monday,2014 Q2,19,2,3,1,1
5,06-05-2014,2014,5,6,19,Tuesday,2014 Q2,19,2,3,1,1
5,07-05-2014,2014,5,7,19,Wednesday,2014 Q2,19,2,3,1,1
5,08-05-2014,2014,5,8,19,Thursday,2014 Q2,19,2,3,1,1
5,09-05-2014,2014,5,9,19,Friday,2014 Q2,19,2,3,1,1
5,10-05-2014,2014,5,10,19,Saturday,2014 Q2,19,2,3,1,1
5,11-05-2014,2014,5,11,19,Sunday,2014 Q2,19,2,3,1,1
5,12-05-2014,2014,5,12,20,Monday,2014 Q2,20,2,3,1,1
5,13-05-2014,2014,5,13,20,Tuesday,2014 Q2,20,2,3,1,1
5,14-05-2014,2014,5,14,20,Wednesday,2014 Q2,20,2,3,1,1
5,15-05-2014,2014,5,15,20,Thursday,2014 Q2,20,2,3,1,1
5,16-05-2014,2014,5,16,20,Friday,2014 Q2,20,2,3,1,1
5,17-05-2014,2014,5,17,20,Saturday,2014 Q2,20,2,3,1,1
5,18-05-2014,2014,5,18,20,Sunday,2014 Q2,20,2,3,1,1
5,19-05-2014,2014,5,19,21,Monday,2014 Q2,21,2,3,1,1
5,20-05-2014,2014,5,20,21,Tuesday,2014 Q2,21,2,3,1,1
5,21-05-2014,2014,5,21,21,Wednesday,2014 Q2,21,2,3,1,1
5,22-05-2014,2014,5,22,21,Thursday,2014 Q2,21,2,3,1,1
5,23-05-2014,2014,5,23,21,Friday,2014 Q2,21,2,3,1,1
5,24-05-2014,2014,5,24,21,Saturday,2014 Q2,21,2,3,1,1
5,25-05-2014,2014,5,25,21,Sunday,2014 Q2,21,2,3,1,1
5,26-05-2014,2014,5,26,22,Monday,2014 Q2,22,2,3,1,1
5,27-05-2014,2014,5,27,22,Tuesday,2014 Q2,22,2,3,1,1
5,28-05-2014,2014,5,28,22,Wednesday,2014 Q2,22,2,3,1,1
5,29-05-2014,2014,5,29,22,Thursday,2014 Q2,22,2,3,1,1
5,30-05-2014,2014,5,30,22,Friday,2014 Q2,22,2,3,1,1
5,31-05-2014,2014,5,31,22,Saturday,2014 Q2,22,2,3,1,1
6,01-06-2014,2014,6,1,22,Sunday,2014 Q2,22,2,3,1,1
6,02-06-2014,2014,6,2,23,Monday,2014 Q2,23,2,3,1,1
6,03-06-2014,2014,6,3,23,Tuesday,2014 Q2,23,2,3,1,1
6,04-06-2014,2014,6,4,23,Wednesday,2014 Q2,23,2,3,1,1
6,05-06-2014,2014,6,5,23,Thursday,2014 Q2,23,2,3,1,1
6,06-06-2014,2014,6,6,23,Friday,2014 Q2,23,2,3,1,1
6,07-06-2014,2014,6,7,23,Saturday,2014 Q2,23,2,3,1,1
6,08-06-2014,2014,6,8,23,Sunday,2014 Q2,23,2,3,1,1
6,09-06-2014,2014,6,9,24,Monday,2014 Q2,24,2,3,1,1
6,10-06-2014,2014,6,10,24,Tuesday,2014 Q2,24,2,3,1,1
6,11-06-2014,2014,6,11,24,Wednesday,2014 Q2,24,2,3,1,1
6,12-06-2014,2014,6,12,24,Thursday,2014 Q2,24,2,3,1,1
6,13-06-2014,2014,6,13,24,Friday,2014 Q2,24,2,3,1,1
6,14-06-2014,2014,6,14,24,Saturday,2014 Q2,24,2,3,1,1
6,15-06-2014,2014,6,15,24,Sunday,2014 Q2,24,2,3,1,1
6,16-06-2014,2014,6,16,25,Monday,2014 Q2,25,2,3,1,1
6,17-06-2014,2014,6,17,25,Tuesday,2014 Q2,25,2,3,1,1
6,18-06-2014,2014,6,18,25,Wednesday,2014 Q2,25,2,3,1,1
6,19-06-2014,2014,6,19,25,Thursday,2014 Q2,25,2,3,1,1
6,20-06-2014,2014,6,20,25,Friday,2014 Q2,25,2,3,1,1
6,21-06-2014,2014,6,21,25,Saturday,2014 Q2,25,2,3,1,1
6,22-06-2014,2014,6,22,25,Sunday,2014 Q2,25,2,3,1,1
6,23-06-2014,2014,6,23,26,Monday,2014 Q2,26,2,3,1,1
6,24-06-2014,2014,6,24,26,Tuesday,2014 Q2,26,2,3,1,1
6,25-06-2014,2014,6,25,26,Wednesday,2014 Q2,26,2,3,1,1
6,26-06-2014,2014,6,26,26,Thursday,2014 Q2,26,2,3,1,1
6,27-06-2014,2014,6,27,26,Friday,2014 Q2,26,2,3,1,1
6,28-06-2014,2014,6,28,26,Saturday,2014 Q2,26,2,3,1,1
6,29-06-2014,2014,6,29,26,Sunday,2014 Q2,26,2,3,1,1
6,30-06-2014,2014,6,30,27,Monday,2014 Q2,27,2,3,1,1
7,01-07-2014,2014,7,1,27,Tuesday,2014 Q3,27,3,4,2,1
7,02-07-2014,2014,7,2,27,Wednesday,2014 Q3,27,3,4,2,1
7,03-07-2014,2014,7,3,27,Thursday,2014 Q3,27,3,4,2,1
7,04-07-2014,2014,7,4,27,Friday,2014 Q3,27,3,4,2,1
7,05-07-2014,2014,7,5,27,Saturday,2014 Q3,27,3,4,2,1
7,06-07-2014,2014,7,6,27,Sunday,2014 Q3,27,3,4,2,1
7,07-07-2014,2014,7,7,28,Monday,2014 Q3,28,3,4,2,1
7,08-07-2014,2014,7,8,28,Tuesday,2014 Q3,28,3,4,2,1
7,09-07-2014,2014,7,9,28,Wednesday,2014 Q3,28,3,4,2,1
7,10-07-2014,2014,7,10,28,Thursday,2014 Q3,28,3,4,2,1
7,11-07-2014,2014,7,11,28,Friday,2014 Q3,28,3,4,2,1
7,12-07-2014,2014,7,12,28,Saturday,2014 Q3,28,3,4,2,1
7,13-07-2014,2014,7,13,28,Sunday,2014 Q3,28,3,4,2,1
7,14-07-2014,2014,7,14,29,Monday,2014 Q3,29,3,4,2,1
7,15-07-2014,2014,7,15,29,Tuesday,2014 Q3,29,3,4,2,1
7,16-07-2014,2014,7,16,29,Wednesday,2014 Q3,29,3,4,2,1
7,17-07-2014,2014,7,17,29,Thursday,2014 Q3,29,3,4,2,1
7,18-07-2014,2014,7,18,29,Friday,2014 Q3,29,3,4,2,1
7,19-07-2014,2014,7,19,29,Saturday,2014 Q3,29,3,4,2,1
7,20-07-2014,2014,7,20,29,Sunday,2014 Q3,29,3,4,2,1
7,21-07-2014,2014,7,21,30,Monday,2014 Q3,30,3,4,2,1
7,22-07-2014,2014,7,22,30,Tuesday,2014 Q3,30,3,4,2,1
7,23-07-2014,2014,7,23,30,Wednesday,2014 Q3,30,3,4,2,1
7,24-07-2014,2014,7,24,30,Thursday,2014 Q3,30,3,4,2,1
7,25-07-2014,2014,7,25,30,Friday,2014 Q3,30,3,4,2,1
7,26-07-2014,2014,7,26,30,Saturday,2014 Q3,30,3,4,2,1
7,27-07-2014,2014,7,27,30,Sunday,2014 Q3,30,3,4,2,1
7,28-07-2014,2014,7,28,31,Monday,2014 Q3,31,3,4,2,1
7,29-07-2014,2014,7,29,31,Tuesday,2014 Q3,31,3,4,2,1
7,30-07-2014,2014,7,30,31,Wednesday,2014 Q3,31,3,4,2,1
7,31-07-2014,2014,7,31,31,Thursday,2014 Q3,31,3,4,2,1
8,01-08-2014,2014,8,1,31,Friday,2014 Q3,31,3,4,2,1
8,02-08-2014,2014,8,2,31,Saturday,2014 Q3,31,3,4,2,1
8,03-08-2014,2014,8,3,31,Sunday,2014 Q3,31,3,4,2,1
8,04-08-2014,2014,8,4,32,Monday,2014 Q3,32,3,4,2,1
8,05-08-2014,2014,8,5,32,Tuesday,2014 Q3,32,3,4,2,1
8,06-08-2014,2014,8,6,32,Wednesday,2014 Q3,32,3,4,2,1
8,07-08-2014,2014,8,7,32,Thursday,2014 Q3,32,3,4,2,1
8,08-08-2014,2014,8,8,32,Friday,2014 Q3,32,3,4,2,1
8,09-08-2014,2014,8,9,32,Saturday,2014 Q3,32,3,4,2,1
8,10-08-2014,2014,8,10,32,Sunday,2014 Q3,32,3,4,2,1
8,11-08-2014,2014,8,11,33,Monday,2014 Q3,33,3,4,2,1
8,12-08-2014,2014,8,12,33,Tuesday,2014 Q3,33,3,4,2,1
8,13-08-2014,2014,8,13,33,Wednesday,2014 Q3,33,3,4,2,1
8,14-08-2014,2014,8,14,33,Thursday,2014 Q3,33,3,4,2,1
8,15-08-2014,2014,8,15,33,Friday,2014 Q3,33,3,4,2,1
8,16-08-2014,2014,8,16,33,Saturday,2014 Q3,33,3,4,2,1
8,17-08-2014,2014,8,17,33,Sunday,2014 Q3,33,3,4,2,1
8,18-08-2014,2014,8,18,34,Monday,2014 Q3,34,3,4,2,1
8,19-08-2014,2014,8,19,34,Tuesday,2014 Q3,34,3,4,2,1
8,20-08-2014,2014,8,20,34,Wednesday,2014 Q3,34,3,4,2,1
8,21-08-2014,2014,8,21,34,Thursday,2014 Q3,34,3,4,2,1
8,22-08-2014,2014,8,22,34,Friday,2014 Q3,34,3,4,2,1
8,23-08-2014,2014,8,23,34,Saturday,2014 Q3,34,3,4,2,1
8,24-08-2014,2014,8,24,34,Sunday,2014 Q3,34,3,4,2,1
8,25-08-2014,2014,8,25,35,Monday,2014 Q3,35,3,4,2,1
8,26-08-2014,2014,8,26,35,Tuesday,2014 Q3,35,3,4,2,1
8,27-08-2014,2014,8,27,35,Wednesday,2014 Q3,35,3,4,2,1
8,28-08-2014,2014,8,28,35,Thursday,2014 Q3,35,3,4,2,1
8,29-08-2014,2014,8,29,35,Friday,2014 Q3,35,3,4,2,1
8,30-08-2014,2014,8,30,35,Saturday,2014 Q3,35,3,4,2,1
8,31-08-2014,2014,8,31,35,Sunday,2014 Q3,35,3,4,2,1
9,01-09-2014,2014,9,1,36,Monday,2014 Q3,36,3,5,2,1
9,02-09-2014,2014,9,2,36,Tuesday,2014 Q3,36,3,5,2,1
9,03-09-2014,2014,9,3,36,Wednesday,2014 Q3,36,3,5,2,1
9,04-09-2014,2014,9,4,36,Thursday,2014 Q3,36,3,5,2,1
9,05-09-2014,2014,9,5,36,Friday,2014 Q3,36,3,5,2,1
9,06-09-2014,2014,9,6,36,Saturday,2014 Q3,36,3,5,2,1
9,07-09-2014,2014,9,7,36,Sunday,2014 Q3,36,3,5,2,1
9,08-09-2014,2014,9,8,37,Monday,2014 Q3,37,3,5,2,1
9,09-09-2014,2014,9,9,37,Tuesday,2014 Q3,37,3,5,2,1
9,10-09-2014,2014,9,10,37,Wednesday,2014 Q3,37,3,5,2,1
9,11-09-2014,2014,9,11,37,Thursday,2014 Q3,37,3,5,2,1
9,12-09-2014,2014,9,12,37,Friday,2014 Q3,37,3,5,2,1
9,13-09-2014,2014,9,13,37,Saturday,2014 Q3,37,3,5,2,1
9,14-09-2014,2014,9,14,37,Sunday,2014 Q3,37,3,5,2,1
9,15-09-2014,2014,9,15,38,Monday,2014 Q3,38,3,5,2,1
9,16-09-2014,2014,9,16,38,Tuesday,2014 Q3,38,3,5,2,1
9,17-09-2014,2014,9,17,38,Wednesday,2014 Q3,38,3,5,2,1
9,18-09-2014,2014,9,18,38,Thursday,2014 Q3,38,3,5,2,1
9,19-09-2014,2014,9,19,38,Friday,2014 Q3,38,3,5,2,1
9,20-09-2014,2014,9,20,38,Saturday,2014 Q3,38,3,5,2,1
9,21-09-2014,2014,9,21,38,Sunday,2014 Q3,38,3,5,2,1
9,22-09-2014,2014,9,22,39,Monday,2014 Q3,39,3,5,2,1
9,23-09-2014,2014,9,23,39,Tuesday,2014 Q3,39,3,5,2,1
9,24-09-2014,2014,9,24,39,Wednesday,2014 Q3,39,3,5,2,1
9,25-09-2014,2014,9,25,39,Thursday,2014 Q3,39,3,5,2,1
9,26-09-2014,2014,9,26,39,Friday,2014 Q3,39,3,5,2,1
9,27-09-2014,2014,9,27,39,Saturday,2014 Q3,39,3,5,2,1
9,28-09-2014,2014,9,28,39,Sunday,2014 Q3,39,3,5,2,1
9,29-09-2014,2014,9,29,40,Monday,2014 Q3,40,3,5,2,1
9,30-09-2014,2014,9,30,40,Tuesday,2014 Q3,40,3,5,2,1
10,01-10-2014,2014,10,1,40,Wednesday,2014 Q4,40,4,5,2,1
10,02-10-2014,2014,10,2,40,Thursday,2014 Q4,40,4,5,2,1
10,03-10-2014,2014,10,3,40,Friday,2014 Q4,40,4,5,2,1
10,04-10-2014,2014,10,4,40,Saturday,2014 Q4,40,4,5,2,1
10,05-10-2014,2014,10,5,40,Sunday,2014 Q4,40,4,5,2,1
10,06-10-2014,2014,10,6,41,Monday,2014 Q4,41,4,5,2,1
10,07-10-2014,2014,10,7,41,Tuesday,2014 Q4,41,4,5,2,1
10,08-10-2014,2014,10,8,41,Wednesday,2014 Q4,41,4,5,2,1
10,09-10-2014,2014,10,9,41,Thursday,2014 Q4,41,4,5,2,1
10,10-10-2014,2014,10,10,41,Friday,2014 Q4,41,4,5,2,1
10,11-10-2014,2014,10,11,41,Saturday,2014 Q4,41,4,5,2,1
10,12-10-2014,2014,10,12,41,Sunday,2014 Q4,41,4,5,2,1
10,13-10-2014,2014,10,13,42,Monday,2014 Q4,42,4,5,2,1
10,14-10-2014,2014,10,14,42,Tuesday,2014 Q4,42,4,5,2,1
10,15-10-2014,2014,10,15,42,Wednesday,2014 Q4,42,4,5,2,1
10,16-10-2014,2014,10,16,42,Thursday,2014 Q4,42,4,5,2,1
10,17-10-2014,2014,10,17,42,Friday,2014 Q4,42,4,5,2,1
10,18-10-2014,2014,10,18,42,Saturday,2014 Q4,42,4,5,2,1
10,19-10-2014,2014,10,19,42,Sunday,2014 Q4,42,4,5,2,1
10,20-10-2014,2014,10,20,43,Monday,2014 Q4,43,4,5,2,1
10,21-10-2014,2014,10,21,43,Tuesday,2014 Q4,43,4,5,2,1
10,22-10-2014,2014,10,22,43,Wednesday,2014 Q4,43,4,5,2,1
10,23-10-2014,2014,10,23,43,Thursday,2014 Q4,43,4,5,2,1
10,24-10-2014,2014,10,24,43,Friday,2014 Q4,43,4,5,2,1
10,25-10-2014,2014,10,25,43,Saturday,2014 Q4,43,4,5,2,1
10,26-10-2014,2014,10,26,43,Sunday,2014 Q4,43,4,5,2,1
10,27-10-2014,2014,10,27,44,Monday,2014 Q4,44,4,5,2,1
10,28-10-2014,2014,10,28,44,Tuesday,2014 Q4,44,4,5,2,1
10,29-10-2014,2014,10,29,44,Wednesday,2014 Q4,44,4,5,2,1
10,30-10-2014,2014,10,30,44,Thursday,2014 Q4,44,4,5,2,1
10,31-10-2014,2014,10,31,44,Friday,2014 Q4,44,4,5,2,1
11,01-11-2014,2014,11,1,44,Saturday,2014 Q4,44,4,6,2,1
11,02-11-2014,2014,11,2,44,Sunday,2014 Q4,44,4,6,2,1
11,03-11-2014,2014,11,3,45,Monday,2014 Q4,45,4,6,2,1
11,04-11-2014,2014,11,4,45,Tuesday,2014 Q4,45,4,6,2,1
11,05-11-2014,2014,11,5,45,Wednesday,2014 Q4,45,4,6,2,1
11,06-11-2014,2014,11,6,45,Thursday,2014 Q4,45,4,6,2,1
11,07-11-2014,2014,11,7,45,Friday,2014 Q4,45,4,6,2,1
11,08-11-2014,2014,11,8,45,Saturday,2014 Q4,45,4,6,2,1
11,09-11-2014,2014,11,9,45,Sunday,2014 Q4,45,4,6,2,1
11,10-11-2014,2014,11,10,46,Monday,2014 Q4,46,4,6,2,1
11,11-11-2014,2014,11,11,46,Tuesday,2014 Q4,46,4,6,2,1
11,12-11-2014,2014,11,12,46,Wednesday,2014 Q4,46,4,6,2,1
11,13-11-2014,2014,11,13,46,Thursday,2014 Q4,46,4,6,2,1
11,14-11-2014,2014,11,14,46,Friday,2014 Q4,46,4,6,2,1
11,15-11-2014,2014,11,15,46,Saturday,2014 Q4,46,4,6,2,1
11,16-11-2014,2014,11,16,46,Sunday,2014 Q4,46,4,6,2,1
11,17-11-2014,2014,11,17,47,Monday,2014 Q4,47,4,6,2,1
11,18-11-2014,2014,11,18,47,Tuesday,2014 Q4,47,4,6,2,1
11,19-11-2014,2014,11,19,47,Wednesday,2014 Q4,47,4,6,2,1
11,20-11-2014,2014,11,20,47,Thursday,2014 Q4,47,4,6,2,1
11,21-11-2014,2014,11,21,47,Friday,2014 Q4,47,4,6,2,1
11,22-11-2014,2014,11,22,47,Saturday,2014 Q4,47,4,6,2,1
11,23-11-2014,2014,11,23,47,Sunday,2014 Q4,47,4,6,2,1
11,24-11-2014,2014,11,24,48,Monday,2014 Q4,48,4,6,2,1
11,25-11-2014,2014,11,25,48,Tuesday,2014 Q4,48,4,6,2,1
11,26-11-2014,2014,11,26,48,Wednesday,2014 Q4,48,4,6,2,1
11,27-11-2014,2014,11,27,48,Thursday,2014 Q4,48,4,6,2,1
11,28-11-2014,2014,11,28,48,Friday,2014 Q4,48,4,6,2,1
11,29-11-2014,2014,11,29,48,Saturday,2014 Q4,48,4,6,2,1
11,30-11-2014,2014,11,30,48,Sunday,2014 Q4,48,4,6,2,1
12,01-12-2014,2014,12,1,49,Monday,2014 Q4,49,4,6,2,1
12,02-12-2014,2014,12,2,49,Tuesday,2014 Q4,49,4,6,2,1
12,03-12-2014,2014,12,3,49,Wednesday,2014 Q4,49,4,6,2,1
12,04-12-2014,2014,12,4,49,Thursday,2014 Q4,49,4,6,2,1
12,05-12-2014,2014,12,5,49,Friday,2014 Q4,49,4,6,2,1
12,06-12-2014,2014,12,6,49,Saturday,2014 Q4,49,4,6,2,1
12,07-12-2014,2014,12,7,49,Sunday,2014 Q4,49,4,6,2,1
12,08-12-2014,2014,12,8,50,Monday,2014 Q4,50,4,6,2,1
12,09-12-2014,2014,12,9,50,Tuesday,2014 Q4,50,4,6,2,1
12,10-12-2014,2014,12,10,50,Wednesday,2014 Q4,50,4,6,2,1
12,11-12-2014,2014,12,11,50,Thursday,2014 Q4,50,4,6,2,1
12,12-12-2014,2014,12,12,50,Friday,2014 Q4,50,4,6,2,1
12,13-12-2014,2014,12,13,50,Saturday,2014 Q4,50,4,6,2,1
